Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonne_z2,Load_HSC_Tonne_z3
2001,29.7,14.1,10
2002,35,16.2,12.1
2003,33.2,15.4,11.5
2004,26.1,12.3,8.9
2005,26.2,12.4,9
2006,31.6,14.5,10.9
2007,31.6,14.5,10.9
2008,29.3,13.6,10.1
2009,30.2,14.2,10.5
2010,34,16.3,12.1
2011,36.5,17.4,13
2012,34.8,16.5,12.3
2013,19.7,10.1,6.9
2014,21.4,11,7.5
2015,12.9,7.6,4.4
2016,12.4,7.4,4.2
2017,12.1,7.4,4
2018,15.7,8.9,5.3
2019,13.6,8,4.6
2020,12,7.3,4
2021,12.1,7.4,4.1
2022,12.4,7.5,4.3
2023,13.5,8,4.9
2024,15.6,8.6,5.4
2025,18.3,9.4,6.2
2026,21.4,10.5,7.3
2027,20.5,10.1,7
2028,24.8,11.7,8.5
2029,23.2,11.1,8
2030,23.2,11,8
2031,23.5,11,8
2032,22,10.4,7.5
2033,21.3,10.4,7.3
2034,25.5,12.6,9
2035,39.6,18.5,14.1
2036,48.6,22,17.3
2037,49.6,22.3,17.6
2038,33.2,15.6,11.8
2039,24.1,12,8.5
2040,13.1,7.4,4.4
2041,11.2,6.6,3.6
2042,14.8,8.1,4.9
2043,15.1,8.3,5
2044,11.2,6.6,3.6
2045,11.3,6.7,3.7
2046,11.6,6.8,3.9
2047,12.6,7.2,4.4
2048,15,7.9,5.1
2049,22.6,10.7,7.6
2050,27,12.4,9.2
2051,28.4,12.9,9.7
2052,26.9,12.2,9.1
2053,21.4,9.9,7.2
2054,17.7,8.3,5.8
2055,23.5,10.6,7.9
2056,25.5,11.5,8.6
2057,27.1,12.4,9.2
2058,28.1,13.3,9.7
2059,26.3,12.6,9.1
2060,31.7,14.7,11
2061,28.2,13.2,9.8
2062,26.2,12.4,9.1
2063,37.3,17.2,13.2
2064,22.2,11,7.7
2065,16.5,8.7,5.6
2066,16.4,8.6,5.5
2067,20,10.1,6.9
2068,18.8,9.6,6.5
2069,13.8,7.5,4.7
2070,10.9,6.4,3.7
2071,14.3,7.8,5.1
2072,15.6,8.1,5.4
2073,16.8,8.2,5.6
2074,20,9.4,6.8
2075,20.4,9.5,6.9
2076,17.6,8.3,5.9
2077,17.8,8.4,6
2078,18.3,8.5,6.2
2079,16.5,7.7,5.5
2080,17.1,8,5.7
2081,16.1,7.8,5.4
2082,17.8,8.9,6.1
2083,27.9,13.2,9.7
2084,34.9,15.8,12.2
2085,30.5,14,10.6
2086,28.4,13.2,9.9
2087,20.7,10.1,7.1
2088,23.2,11.3,8
2089,20,10,6.9
2090,17.7,9,6
2091,15.4,8.1,5.2
2092,15.2,8,5.1
2093,12.1,6.7,4.1
2094,11.3,6.4,3.8
2095,12.4,6.8,4.4
2096,16.1,8.1,5.5
2097,20.9,9.7,7
2098,18.6,8.7,6.2
2099,20.8,9.5,7
2100,22.9,10.3,7.7
2101,22.2,10.1,7.6
2102,27.1,12,9.3
2103,22.4,10.1,7.6
2104,20.1,9.2,6.8
2105,14,7,4.6
2106,16.9,8.4,5.7
2107,20.3,9.9,7
2108,27,12.6,9.4
2109,22,10.5,7.6
2110,18,8.9,6.1
2111,14.6,7.6,4.9
2112,14.4,7.5,4.8
2113,12.5,6.8,4.2
2114,16.2,8.4,5.5
2115,22.1,10.8,7.6
2116,21.3,10.5,7.3
2117,15.9,8.3,5.4
2118,14.8,7.8,5.1
2119,10.7,6.2,3.7
2120,12,6.7,4.2
2121,20.2,10,7.1
2122,19.4,9.5,6.8
2123,12.7,6.7,4.4
2124,13.9,7.1,4.8
2125,12.2,6.4,4.2
2126,13.5,6.9,4.7
2127,16.4,8.1,5.8
2128,10.4,5.6,3.5
2129,15.5,7.7,5.3
2130,19.8,9.6,6.8
2131,17.7,8.7,6.1
2132,17.1,8.4,5.8
2133,18.9,9.1,6.5
2134,14.4,7.2,4.9
2135,13.7,6.9,4.6
2136,12.4,6.3,4.1
2137,9.7,5.2,3.1
2138,10,5.3,3.3
2139,10,5.3,3.3
2140,10,5.3,3.3
2141,10.1,5.2,3.3
2142,10.3,5.3,3.4
2143,10.3,5.3,3.3
2144,11.5,5.8,3.7
2145,16.8,7.9,5.8
2146,17.5,8.2,6.3
2147,25.3,11.4,9.2
2148,15.9,7.4,5.8
2149,20.6,9.4,7.5
2150,25.9,11.6,9.4
2151,22.1,10,8
2152,25.6,11.4,9.2
2153,24.5,11,8.7
2154,31.3,13.9,11.1
2155,34.9,15.4,12.4
2156,23.6,10.6,8.2
2157,19.8,9,6.9
2158,16.9,7.9,6
2159,10.5,5.3,3.6
2160,13.5,6.5,4.7
2161,13.6,6.6,4.7
2162,10.3,5.2,3.5
2163,8.9,4.6,3
2164,8.9,4.6,3
2165,9.2,4.7,3.1
2166,9.8,5,3.4
2167,11.8,5.6,3.8
2168,21.8,9.4,7.2
2169,22.1,9.4,7.3
2170,20.2,8.6,6.8
2171,16.4,7,5.5
2172,16.9,7.3,5.8
2173,15.6,6.7,5.2
2174,15.5,6.7,5.2
2175,19,8.2,6.5
2176,20.2,8.9,7.1
2177,30.5,13.5,11
2178,22,10.2,7.9
2179,24.8,11.3,8.9
2180,28,12.6,10
2181,23.4,10.7,8.4
2182,15.2,7.4,5.5
2183,14.4,7.1,5.1
2184,15.7,7.7,5.5
2185,9.4,5.1,3.1
2186,9.1,5,3
2187,9.2,5,3
2188,9.3,5.1,3.1
2189,9.7,5.2,3.2
2190,11.8,6,4
2191,16.9,7.8,5.6
2192,27,11.7,9
2193,23.9,10.3,7.9
2194,25.4,11,8.6
2195,22.6,9.8,7.6
2196,16.5,7.4,5.5
2197,26.6,11.5,9.2
2198,18.6,8.1,6.2
2199,15.8,7,5.2
2200,19.2,8.6,6.6
2201,16.8,7.9,5.8
2202,25.9,11.9,9.2
2203,30.5,13.8,10.8
2204,24.1,11,8.4
2205,18.7,8.8,6.5
2206,22.6,10.6,8
2207,13.2,6.7,4.5
2208,9.4,5.2,3.1
2209,13.3,6.9,4.7
2210,11.5,6.1,4
2211,9.9,5.5,3.4
2212,9.9,5.5,3.5
2213,10.1,5.6,3.6
2214,13.3,6.8,4.8
2215,23.3,10.8,8.5
2216,24.4,10.9,8.6
2217,18.5,8.4,6.4
2218,21.3,9.5,7.4
2219,18.8,8.4,6.5
2220,19.8,8.9,6.9
2221,24.2,10.6,8.5
2222,21.1,9.3,7.4
2223,15.8,7.2,5.4
2224,22.4,10.1,7.9
2225,22.1,10.3,7.9
2226,32.5,14.8,11.8
2227,29.4,13.5,10.6
2228,27.3,12.5,9.8
2229,25.7,11.8,9.2
2230,24,11.3,8.7
2231,23.2,11,8.4
2232,22.2,10.6,8
2233,20.5,10,7.4
2234,16.4,8.3,5.9
2235,9.1,5.2,3.2
2236,9.1,5.2,3.3
2237,9.3,5.3,3.4
2238,11.3,6.1,4.2
2239,16.5,8.1,6.1
2240,22.5,10.2,8
2241,25.5,11.4,9
2242,19.6,8.8,6.9
2243,24.9,11,8.8
2244,16.5,7.5,5.8
2245,16,7.3,5.6
2246,19.5,8.6,6.8
2247,17,7.7,5.9
2248,14.6,6.9,5.1
2249,21.2,10,7.7
2250,25.2,11.8,9.2
2251,30.8,14.1,11.2
2252,25,11.5,9
2253,15.3,7.5,5.5
2254,17.1,8.4,6.3
2255,18.4,9,6.7
2256,18.1,9,6.6
2257,15.8,8,5.6
2258,11.9,6.4,4.2
2259,8.5,5,3
2260,8.6,5,3
2261,8.8,5.1,3.2
2262,9.6,5.4,3.5
2263,13.1,6.7,4.8
2264,20.5,9.5,7.3
2265,26.1,11.7,9.2
2266,28.6,12.7,10.2
2267,20.7,9.4,7.3
2268,14.9,7.1,5.3
2269,14.1,6.7,5
2270,16,7.5,5.7
2271,22.2,10.1,7.9
2272,15.3,7.4,5.5
2273,15.5,7.7,5.6
2274,14.8,7.6,5.4
2275,14.9,7.7,5.4
2276,29.5,13.6,10.7
2277,26.1,12.2,9.5
2278,13.6,7.1,4.9
2279,16.3,8.3,5.9
2280,16.2,8.3,5.8
2281,13.7,7.2,4.8
2282,11.3,6.3,3.9
2283,7.4,4.6,2.5
2284,7.5,4.6,2.6
2285,7.4,4.6,2.6
2286,7.4,4.7,2.7
2287,10.3,5.9,3.9
2288,13.3,7.1,4.9
2289,13.8,7.2,5.1
2290,15.5,7.8,5.8
2291,17.7,8.7,6.6
2292,16.3,8.1,6
2293,15.6,7.8,5.8
2294,15.9,7.8,5.9
2295,17.8,8.6,6.6
2296,9.3,5.1,3.5
2297,11.8,6.1,4.3
2298,12.1,6.3,4.4
2299,10.5,5.6,3.8
2300,8.5,4.7,3.1
2301,9,4.8,3.2
2302,11.5,5.9,4.1
2303,10.2,5.3,3.7
2304,15.9,7.6,5.7
2305,12.2,6.1,4.4
2306,6.2,3.6,2.2
2307,5.7,3.3,2
2308,5.5,3.2,1.9
2309,5.4,3.1,1.9
2310,5.4,3.1,1.9
2311,5.3,3,1.9
2312,5.3,2.9,1.8
2313,5.7,2.9,2
2314,5.8,2.9,2.1
2315,6,2.9,2.2
2316,9.4,4.4,3.4
2317,7.3,3.5,2.6
2318,8.3,3.9,3
2319,11.2,5.2,4
2320,17.4,7.7,6.2
2321,20.3,9,7.3
2322,15.2,6.9,5.5
2323,16.7,7.5,5.9
2324,15,6.8,5.3
2325,9.1,4.3,3.2
2326,22,9.7,7.9
2327,19.6,8.7,7
2328,20.5,9.1,7.3
2329,14.3,6.5,5.1
2330,6,3,2
2331,4.8,2.6,1.6
2332,4.9,2.6,1.6
2333,5.1,2.6,1.7
2334,8,3.8,2.7
2335,14.7,6.4,5.1
2336,20.4,8.4,6.9
2337,28.4,11.7,9.8
2338,26.4,10.8,9.1
2339,17.2,7,5.8
2340,17.5,7.2,5.9
2341,22.7,9.3,7.8
2342,16.8,6.8,5.6
2343,12.6,5.2,4.1
2344,20.8,8.7,7.2
2345,24.4,10.5,8.6
2346,22.5,9.8,8
2347,25.3,10.9,9
2348,17.5,7.6,6.1
2349,14.1,6.2,4.9
2350,17.6,7.8,6.2
2351,17.7,7.8,6.3
2352,7,3.4,2.4
2353,5.3,2.7,1.8
2354,5.2,2.7,1.8
2355,5.3,2.7,1.8
2356,5.3,2.7,1.9
2357,5.5,2.8,2
2358,6.3,3,2.3
2359,11,4.8,4
2360,17.6,7.2,6.2
2361,18.9,7.6,6.6
2362,13.3,5.2,4.6
2363,14,5.5,4.8
2364,24.8,10.1,8.8
2365,20.6,8.3,7.3
2366,16.5,6.6,5.7
2367,14.6,5.8,5
2368,11.4,4.7,3.9
2369,9.3,4.1,3.3
2370,17.9,7.8,6.4
2371,29.2,12.5,10.5
2372,25.6,10.9,9.1
2373,15.9,6.9,5.6
2374,11.2,5.1,4
2375,14,6.3,5
2376,10.4,4.9,3.7
2377,5.2,2.8,2
2378,5.3,2.8,2
2379,5.2,2.7,2
2380,5.3,2.8,2.1
2381,5.7,2.8,2.3
2382,7.8,3.6,3.1
2383,17.8,7.5,6.8
2384,20.8,8.3,7.6
2385,25.6,10.2,9.2
2386,22.7,9,8.2
2387,22,8.7,7.9
2388,19.9,8,7.2
2389,25.1,10.1,9
2390,15.1,6,5.4
2391,17,6.8,6.1
2392,18.9,7.8,6.8
2393,12.8,5.6,4.7
2394,26.4,11.4,9.7
2395,33.2,14.2,12.2
2396,23.6,10.2,8.6
2397,25.9,11.1,9.5
2398,17.3,7.7,6.5
2399,20.6,9.2,7.6
2400,13.4,6.2,5
2401,8.4,4.2,3.1
2402,6.9,3.6,2.5
2403,6.9,3.6,2.5
2404,7,3.7,2.6
2405,7.3,3.8,2.7
2406,8.1,4.1,3.1
2407,14.5,6.5,5.4
2408,16,6.8,5.7
2409,17.7,7.4,6.2
2410,26.9,11.3,9.6
2411,27.1,11.3,9.7
2412,24,10.1,8.6
2413,19.2,8.1,6.8
2414,20.2,8.5,7.1
2415,23.3,9.9,8.3
2416,25.6,11,9.2
2417,12.9,6,4.7
2418,27.9,12.4,10.2
2419,33,14.6,12
2420,22,9.8,8
2421,18.2,8.3,6.6
2422,19.4,8.9,7.1
2423,18,8.4,6.6
2424,11.3,5.7,4.2
2425,7.1,4,2.7
2426,7.2,4,2.7
2427,8.5,4.6,3.1
2428,11.3,5.7,4.2
2429,7.7,4.2,2.9
2430,8.5,4.5,3.3
2431,17.3,8,6.5
2432,20.2,8.9,7.3
2433,21.6,9.4,7.7
2434,20,8.7,7.2
2435,20.3,8.8,7.3
2436,21.3,9.2,7.7
2437,21.6,9.4,7.8
2438,20.6,9,7.5
2439,15.2,6.8,5.5
2440,17.6,7.9,6.5
2441,13.8,6.6,5.2
2442,7.6,4.2,3
2443,13.8,6.8,5.2
2444,8.5,4.4,3.2
2445,11.8,5.8,4.4
2446,7.8,4.2,3.1
2447,16.6,7.9,6.3
2448,14.9,7.3,5.6
2449,11.2,5.7,4.4
2450,10,5.2,3.9
2451,11.1,5.7,4.3
2452,13.5,6.6,5.2
2453,9.3,4.9,3.8
2454,6.3,3.7,2.9
2455,6.6,3.9,3.2
2456,7.2,4,3.2
2457,7.6,4.1,3.3
2458,8.2,4.3,3.6
2459,12.5,6.1,5.1
2460,15,7.1,6
2461,11.1,5.4,4.6
2462,13.4,6.4,5.4
2463,15.5,7.2,6.1
2464,14.7,6.8,5.7
2465,7.4,3.8,3.1
2466,13.4,6.3,5.3
2467,11.3,5.4,4.5
2468,8.8,4.3,3.6
2469,8.7,4.2,3.5
2470,11,5.2,4.4
2471,11.1,5.2,4.4
2472,13.3,6.1,5.1
2473,10.4,4.8,3.8
2474,19.7,8.7,7.1
2475,20,8.8,7.3
2476,12.9,5.9,4.7
2477,10.3,4.8,3.8
2478,11.4,5.3,4.2
2479,13.9,6.3,4.9
2480,7.1,3.5,2.5
2481,9.8,4.6,3.7
2482,13.3,6.1,5.2
2483,12.5,5.7,4.9
2484,8.7,4.1,3.5
2485,10.4,4.9,4.2
2486,14.6,6.6,5.7
2487,17.4,7.8,6.7
2488,15.9,7.2,6
2489,11.5,5.4,4.3
2490,14.6,6.6,5.4
2491,13.6,6.2,5.1
2492,16,7.2,5.9
2493,12.9,5.9,4.8
2494,17.3,7.8,6.5
2495,16.3,7.4,6.1
2496,23,10.2,8.5
2497,16.3,7.3,5.8
2498,10.7,5,3.8
2499,7.3,3.6,2.5
2500,5,2.6,1.7
2501,5.2,2.7,1.8
2502,5.7,2.9,2
2503,17.8,7.8,6.2
2504,24.4,10.3,8.4
2505,20.2,8.6,6.9
2506,19.1,8.2,6.8
2507,17.3,7.5,6.1
2508,16.8,7.3,6
2509,14.7,6.5,5.3
2510,19.5,8.5,7
2511,16.5,7.3,5.9
2512,18,8.1,6.5
2513,14.9,7.1,5.5
2514,29.3,13.2,10.7
2515,25.3,11.6,9.2
2516,17.8,8.4,6.4
2517,12.5,6.2,4.4
2518,14.4,7.1,5.2
2519,11.9,6.1,4.2
2520,13.1,6.7,4.6
2521,11.2,5.9,3.9
2522,7,4.3,2.4
2523,7,4.3,2.4
2524,7.1,4.4,2.4
2525,7.4,4.5,2.5
2526,8.3,4.9,2.9
2527,12,6.2,4.2
2528,27.1,12.2,9.5
2529,36.7,16.1,12.9
2530,29.7,13.1,10.3
2531,26.4,11.7,9.1
2532,32.8,14.5,11.5
2533,19.4,8.8,6.6
2534,17.9,8.1,6
2535,14.6,6.8,4.8
2536,17,8,5.8
2537,13.5,6.9,4.6
2538,19.5,9.6,6.8
2539,22.8,11,8
2540,17.5,8.6,6
2541,15,7.6,5.1
2542,16.4,8.3,5.7
2543,11.6,6.4,4
2544,11.6,6.5,4
2545,9,5.4,3
2546,9,5.4,3
2547,9.1,5.4,3
2548,9.2,5.5,3
2549,9.5,5.6,3.1
2550,10.3,5.9,3.4
2551,16.3,8.1,5.5
2552,33.8,15.1,11.6
2553,37.7,16.6,13
2554,25.8,11.6,8.7
2555,18.2,8.4,5.9
2556,18.8,8.7,6.2
2557,16.4,7.6,5.3
2558,22.4,10,7.5
2559,25.3,11.3,8.5
2560,21.8,10,7.3
2561,22,10.4,7.5
2562,36.1,16.5,12.6
2563,39.1,17.7,13.7
2564,25.8,12.1,8.8
2565,31.5,14.4,10.9
2566,17.4,8.7,5.9
2567,13.8,7.3,4.6
2568,13.5,7.2,4.5
2569,11,6.2,3.6
2570,11.2,6.3,3.6
2571,11.2,6.3,3.6
2572,11.3,6.4,3.6
2573,11.6,6.5,3.7
2574,12.5,6.8,4.1
2575,22.2,10.7,7.5
2576,38.2,17,13
2577,26.8,12.1,8.8
2578,30.3,13.5,10.1
2579,24.9,11.2,8.1
2580,18.2,8.5,5.8
2581,19.6,9,6.3
2582,20.9,9.5,6.7
2583,18.8,8.6,6
2584,20.8,9.7,6.8
2585,24,11.3,8.1
2586,21.2,10.4,7.2
2587,23.3,11.3,7.9
2588,22.3,10.7,7.5
2589,26.9,12.6,9.2
2590,19.9,9.8,6.8
2591,18,9.1,6.1
2592,16.1,8.4,5.4
2593,16.1,8.4,5.4
2594,14.8,7.9,4.9
2595,11.3,6.4,3.6
2596,11.2,6.4,3.6
2597,11.3,6.4,3.7
2598,12.1,6.7,4
2599,14.2,7.4,4.7
2600,25.5,11.8,8.5
2601,32.9,14.7,11.1
2602,26.7,12.1,8.8
2603,22.4,10.3,7.2
2604,21.6,10,7
2605,21.5,9.9,7
2606,21.5,9.8,7
2607,21.3,9.8,7
2608,19.6,9.3,6.5
2609,27.2,12.7,9.3
2610,23.2,11.2,8
2611,19.5,9.7,6.7
2612,17.5,8.8,5.9
2613,19.5,9.5,6.6
2614,20.4,10,7
2615,13.7,7.3,4.6
2616,12.1,6.7,4
2617,10.7,6.2,3.5
2618,10.7,6.2,3.5
2619,10.7,6.2,3.5
2620,10.7,6.2,3.5
2621,10.6,6.2,3.5
2622,10.7,6.3,3.6
2623,11.4,6.6,3.9
2624,12.1,6.9,4
2625,12.7,7.1,4.1
2626,13.2,7.2,4.3
2627,12.6,6.9,4.1
2628,16.9,8.7,5.7
2629,22.9,11.2,7.9
2630,25.3,12.1,8.8
2631,21.8,10.7,7.5
2632,29.9,14.1,10.5
2633,23.4,11.5,8.1
2634,28.1,13.6,9.9
2635,20.4,10.4,7
2636,20.6,10.4,7.1
2637,17.7,9.2,6
2638,16.9,8.9,5.8
2639,18.2,9.5,6.3
2640,12.8,7.3,4.3
2641,10.6,6.5,3.5
2642,10.6,6.5,3.5
2643,10.6,6.5,3.5
2644,10.5,6.5,3.4
2645,12.9,7.5,4.3
2646,15.3,8.6,5.2
2647,15.4,8.7,5.3
2648,15.8,8.9,5.4
2649,18.7,10.1,6.6
2650,13.8,8,4.8
2651,14.1,8.1,4.9
2652,11.2,6.8,3.8
2653,11,6.7,3.8
2654,13,7.4,4.4
2655,20.2,10.4,7
2656,19.8,10.2,6.9
2657,21.3,11,7.5
2658,20,10.5,7
2659,13.8,8,4.7
2660,10.8,6.7,3.6
2661,12.8,7.4,4.4
2662,19.9,10.4,6.9
2663,15.5,8.6,5.3
2664,15.1,8.4,5.1
2665,15.2,8.5,5.2
2666,13.9,8,4.7
2667,10.4,6.6,3.4
2668,10.4,6.5,3.4
2669,10.4,6.5,3.4
2670,10.4,6.6,3.4
2671,10.6,6.7,3.5
2672,12.1,7.4,4
2673,15.2,8.6,5.2
2674,11.5,7,3.9
2675,11.4,6.9,3.9
2676,11.3,6.8,3.8
2677,15.9,8.6,5.5
2678,13.6,7.6,4.6
2679,21.7,10.9,7.5
2680,20.8,10.6,7.2
2681,19.4,10.1,6.7
2682,14.7,8.2,4.9
2683,11.2,6.9,3.7
2684,11,6.7,3.6
2685,26.5,13,9.2
2686,29.2,14.2,10.2
2687,15.8,8.6,5.3
2688,16.7,9,5.6
2689,16.5,9,5.5
2690,11.4,6.8,3.6
2691,11.2,6.8,3.6
2692,11.3,6.8,3.6
2693,11.5,6.9,3.7
2694,12.3,7.2,4
2695,18.4,9.5,6.1
2696,24.4,11.7,8
2697,29.4,13.7,9.8
2698,19.5,9.5,6.2
2699,20.4,9.7,6.5
2700,24.5,11.5,8
2701,21.4,10.1,6.9
2702,23.5,10.9,7.7
2703,23.6,10.9,7.7
2704,22.4,10.6,7.3
2705,30.7,14.3,10.4
2706,40.6,18.7,14.2
2707,32.6,15.4,11.3
2708,13.6,7.4,4.3
2709,13.2,7.1,4.2
2710,18.2,9.3,6.1
2711,23,11.4,7.8
2712,11.6,6.7,3.7
2713,11.4,6.6,3.6
2714,11.4,6.6,3.6
2715,11.4,6.6,3.6
2716,11.4,6.6,3.6
2717,11.6,6.7,3.7
2718,12.4,6.9,4
2719,17.5,8.8,5.8
2720,22.7,10.6,7.3
2721,27.3,12.5,8.9
2722,26.3,12,8.6
2723,19.7,9.1,6.2
2724,19.9,9.3,6.3
2725,22.8,10.4,7.4
2726,17.9,8.2,5.6
2727,24,10.8,7.8
2728,22.2,10.2,7.2
2729,23,10.9,7.7
2730,18.3,9.2,6.1
2731,23.9,11.5,8.1
2732,13.6,7.1,4.3
2733,18,8.9,5.9
2734,21.6,10.5,7.3
2735,19,9.5,6.4
2736,17.6,9,5.9
2737,20.1,10,6.7
2738,16.8,8.7,5.5
2739,15.7,8.3,5.2
2740,11.7,6.6,3.7
2741,11.9,6.7,3.7
2742,12.6,7,4.1
2743,17.6,8.8,5.8
2744,24.3,11.3,8
2745,29.7,13.5,10
2746,30.3,13.7,10.2
2747,25.9,11.8,8.6
2748,27,12.3,9.1
2749,21.1,9.7,6.9
2750,22.4,10.2,7.4
2751,24.1,10.9,8
2752,20.1,9.5,6.6
2753,16.9,8.5,5.5
2754,20.9,10.4,7
2755,33.4,15.6,11.5
2756,30.9,14.5,10.6
2757,24,11.5,8.1
2758,17.8,9.1,5.9
2759,18.5,9.5,6.2
2760,19.5,10,6.6
2761,19.1,9.9,6.4
2762,18.1,9.5,6.1
2763,12.1,7,3.9
2764,12.1,7,3.9
2765,12.3,7.1,4
2766,12.9,7.4,4.3
2767,15.1,8.1,5
2768,24.9,11.9,8.3
2769,25.2,12,8.5
2770,23.8,11.3,8
2771,19,9.2,6.2
2772,22.3,10.7,7.5
2773,22.2,10.5,7.5
2774,21.5,10.2,7.2
2775,22.3,10.6,7.5
2776,24.8,11.8,8.5
2777,23.4,11.4,8
2778,29.7,14.2,10.4
2779,33.6,15.9,11.8
2780,28.9,13.8,10.1
2781,26.3,12.6,9.1
2782,33.7,15.8,11.8
2783,29.5,14.1,10.3
2784,20.9,10.5,7.2
2785,19.5,10,6.7
2786,15.7,8.5,5.4
2787,14.1,7.9,4.8
2788,10.7,6.4,3.6
2789,10.6,6.4,3.6
2790,10.6,6.4,3.7
2791,10.5,6.4,3.6
2792,10.7,6.5,3.6
2793,11,6.6,3.8
2794,11.3,6.7,4.1
2795,11.1,6.5,4.1
2796,10.9,6.4,4
2797,10.6,6.2,3.9
2798,10.3,6,3.8
2799,10,5.8,3.7
2800,14.6,7.7,5.3
2801,12.8,7,4.7
2802,14.6,7.8,5.3
2803,14.5,7.8,5.2
2804,24,11.7,8.6
2805,27.5,13,9.9
2806,22.9,11.1,8.2
2807,23.3,11.3,8.3
2808,22.3,10.9,7.9
2809,14.2,7.5,5
2810,13.4,7.2,4.7
2811,11.8,6.5,4.1
2812,8.4,5.1,2.9
2813,8.3,5,2.9
2814,8.1,5,2.8
2815,8.2,5,2.9
2816,8.3,5.1,2.9
2817,18.5,9.2,6.7
2818,15.4,7.9,5.8
2819,16.2,8.1,6.1
2820,16.9,8.3,6.3
2821,13.5,6.9,5.1
2822,15.2,7.5,5.7
2823,15,7.4,5.6
2824,8.1,4.5,3
2825,11.5,5.9,4
2826,15,7.4,5.3
2827,14.7,7.3,5.2
2828,10,5.2,3.5
2829,12.4,6.2,4.4
2830,17,8.1,6.1
2831,17.5,8.3,6.3
2832,11.8,5.9,4.1
2833,11.8,5.9,4.1
2834,15.2,7.3,5.4
2835,13,6.3,4.6
2836,11.3,5.6,3.9
2837,8,4.2,2.8
2838,7.1,3.7,2.5
2839,12.8,6,4.5
2840,21.5,9.4,7.5
2841,15.7,6.9,5.4
2842,13,5.8,4.6
2843,10.3,4.6,3.6
2844,9.9,4.4,3.5
2845,10.1,4.4,3.5
2846,17.1,7.3,6.1
2847,29,12.3,10.4
2848,21.3,9.2,7.7
2849,18.1,8,6.5
2850,17.5,7.8,6.3
2851,19.8,8.8,7.1
2852,16.8,7.5,6
2853,11.4,5.2,4
2854,11.2,5.2,4
2855,9.6,4.5,3.4
2856,8.2,4,2.9
2857,5.4,2.8,1.9
2858,10.1,4.7,3.5
2859,5.6,2.9,1.9
2860,5.3,2.7,1.8
2861,5.4,2.8,1.9
2862,8.3,3.9,3
2863,12.1,5.2,4.3
2864,22.7,9.2,7.9
2865,23.3,9.4,8.1
2866,17.5,6.9,6
2867,12.3,4.8,4.1
2868,11.7,4.6,4
2869,12.2,4.7,4.1
2870,19.2,7.7,6.6
2871,20,8.1,6.9
2872,18.8,7.8,6.5
2873,19.2,8.2,6.8
2874,17.3,7.6,6.1
2875,15.7,6.9,5.5
2876,9.4,4.3,3.2
2877,15.5,6.7,5.4
2878,17,7.5,6
2879,16.3,7.3,5.8
2880,13.6,6.2,4.8
2881,6.8,3.4,2.3
2882,4.9,2.6,1.6
2883,4.8,2.6,1.6
2884,4.9,2.6,1.6
2885,6.4,3.2,2.2
2886,8.4,4,3
2887,16.3,7,5.9
2888,21.7,8.9,7.6
2889,15.9,6.5,5.5
2890,14.8,5.9,5.1
2891,16.8,6.7,5.8
2892,17.9,7.3,6.3
2893,12.6,5,4.3
2894,15.1,6.1,5.2
2895,20,8.1,7
2896,18.5,7.7,6.5
2897,19.3,8.3,6.9
2898,23.1,10,8.3
2899,13.2,5.9,4.7
2900,13.7,6.1,4.8
2901,21.6,9.4,7.7
2902,9.1,4.2,3.2
2903,10,4.7,3.5
2904,8.7,4.2,3.1
2905,7.6,3.7,2.6
2906,4.9,2.6,1.6
2907,4.9,2.6,1.6
2908,5.1,2.7,1.7
2909,5.3,2.7,1.8
2910,7,3.4,2.5
2911,9.5,4.2,3.5
2912,23.6,9.7,8.3
2913,15.7,6.4,5.4
2914,11.7,4.7,4
2915,13.2,5.2,4.5
2916,17.4,7.1,6.1
2917,12.9,5.2,4.4
2918,12.2,4.8,4.1
2919,19.6,8,6.8
2920,15.1,6.3,5.3
2921,17,7.3,6
2922,17,7.4,6.1
2923,15.2,6.7,5.4
2924,19,8.2,6.7
2925,23.6,10.1,8.4
2926,19.2,8.3,6.8
2927,5.8,2.9,2
2928,7.8,3.8,2.7
2929,8.9,4.2,3.1
2930,4.8,2.6,1.7
2931,4.8,2.6,1.7
2932,9.6,4.6,3.5
2933,8.5,4.1,3.1
2934,8.2,4,3.1
2935,7.7,3.5,2.9
2936,21.1,8.8,7.6
2937,12.7,5.2,4.5
2938,17.3,7,6.1
2939,20.4,8.3,7.3
2940,16.6,6.8,5.9
2941,13.1,5.4,4.7
2942,10.8,4.4,3.8
2943,13.7,5.7,4.8
2944,12.7,5.4,4.5
2945,25.1,10.8,9.1
2946,30.5,13.1,11.1
2947,16,7.1,5.8
2948,15.9,7,5.8
2949,16.2,7.1,5.8
2950,19,8.3,6.8
2951,16.6,7.4,5.9
2952,17.9,8,6.4
2953,14.3,6.5,5.2
2954,10.2,4.8,3.7
2955,9.8,4.6,3.6
2956,9.1,4.4,3.4
2957,5.4,2.8,2.1
2958,5,2.7,2.1
2959,5.5,2.9,2.5
2960,8.7,4.2,3.5
2961,6.4,3.2,2.6
2962,7.9,3.8,3.2
2963,14.6,6.5,5.6
2964,9.7,4.5,3.9
2965,6.5,3.2,2.7
2966,6.4,3.2,2.7
2967,10.5,4.9,4.1
2968,11.9,5.5,4.6
2969,18.8,8.3,7
2970,17.9,7.9,6.6
2971,16.8,7.4,6.1
