Time_Index,ng,electricity
2684,25.4,91.07
2685,25.4,89.41
2686,25.4,88.46
2687,25.4,77.18
2688,25.4,78.05
2689,25.4,78.44
2690,25.4,79.92
2691,25.4,79.79
2692,25.4,85
2693,25.4,103.94
2694,25.4,129.42
2695,25.4,117.46
2696,25.4,97.05
2697,25.4,79.45
2698,25.4,72.24
2699,25.4,68.31
2700,25.4,71.24
2701,25.4,64.25
2702,25.4,59.45
2703,25.4,71.9
2704,25.4,80.66
2705,25.4,104.09
2706,25.4,136.12
2707,25.4,155.09
2708,25.4,127.16
2709,25.4,105.63
2710,25.4,96.94
2711,25.4,88.32
2712,25.4,86.69
2713,25.4,85.95
2714,25.4,85.42
2715,25.4,86.35
2716,25.4,97.03
2717,25.4,119.44
2718,25.4,176.28
2719,25.4,136.28
2720,25.4,98.38
2721,25.4,82.47
2722,25.4,77.25
2723,25.4,76.8
2724,25.4,78.25
2725,25.4,78.62
2726,25.4,78.33
2727,25.4,80.79
2728,25.4,88.82
2729,25.4,100.76
2730,25.4,118.31
2731,25.4,120.92
2732,25.4,102
2733,25.4,84.4
2734,25.4,81.54
2735,25.4,80.55
2736,25.4,76.29
2737,25.4,75.88
2738,25.4,72.64
2739,25.4,72.8
2740,25.4,79.64
2741,25.4,92.76
2742,25.4,96
2743,25.4,106.97
2744,25.4,81.7
2745,25.4,74.9
2746,25.4,77.63
2747,25.4,61.9
2748,25.4,46.6
2749,25.4,39
2750,25.4,45.38
2751,25.4,58
2752,25.4,74.2
2753,25.4,75
2754,25.4,95
2755,25.4,123.43
2756,25.4,116.01
2757,25.4,104.11
2758,25.4,90
2759,25.4,83.5
2760,25.4,80
2761,25.4,77.36
2762,25.4,75.52
2763,25.4,74.4
2764,25.4,83.69
2765,25.4,100.57
2766,25.4,126
2767,25.4,112.01
2768,25.4,92.1
2769,25.4,80.01
2770,25.4,78.2
2771,25.4,73.92
2772,25.4,67.3
2773,25.4,64.68
2774,25.4,67.64
2775,25.4,71.54
2776,25.4,78.92
2777,25.4,94.69
2778,25.4,121.7
2779,25.4,140.93
2780,25.4,113.43
2781,25.4,91.35
2782,25.4,79.74
2783,25.4,79.87
2784,25.4,74
2785,25.4,74.2
2786,25.4,74.07
2787,25.4,77.1
2788,25.4,82.98
2789,25.4,93.51
2790,25.4,104.06
2791,25.4,96.06
2792,25.4,81.08
2793,25.4,80.26
2794,25.4,72.95
2795,25.4,70.35
2796,25.4,68.74
2797,25.4,65.37
2798,25.4,69.92
2799,25.4,71.73
2800,25.4,80.23
2801,25.4,93.37
2802,25.4,128.61
2803,25.4,136.56
2804,25.4,108.61
2805,25.4,91.91
2806,25.4,88.26
2807,25.4,90.29
2808,25.4,88.47
2809,25.4,85.5
2810,25.4,86.86
2811,25.4,84.14
2812,25.4,82.49
2813,25.4,86.08
2814,25.4,79.04
2815,25.4,69.84
2816,25.4,61.26
2817,25.4,36.02
2818,25.4,8.43
2819,25.4,0.03
2820,25.4,-0.02
2821,25.4,0
2822,25.4,0
2823,25.4,22
2824,25.4,71.67
2825,25.4,90.63
2826,25.4,119.9
2827,25.4,112.27
2828,25.4,85
2829,25.4,75.9
2830,25.4,65.23
2831,25.4,56.39
2832,25.4,46.14
2833,25.4,39.6
2834,25.4,31.55
2835,25.4,27.58
2836,25.4,25.96
2837,25.4,9.92
2838,25.4,0.1
2839,25.4,-0.07
2840,25.4,-1.02
2841,25.4,-16.64
2842,25.4,-36.72
2843,25.4,-62.2
2844,25.4,-63.89
2845,25.4,-65.06
2846,25.4,-52.43
2847,25.4,-23.42
2848,25.4,-0.02
2849,25.4,24.78
2850,25.4,68.52
2851,25.4,77.08
2852,25.4,78.56
2853,25.4,72.21
2854,25.4,66.94
2855,25.4,63.15
2856,25.4,60.05
2857,25.4,58.93
2858,25.4,62.08
2859,25.4,74.78
2860,25.4,82.13
2861,25.4,99.07
2862,25.4,113.7
2863,25.4,100.51
2864,25.4,75.02
2865,25.4,58.17
2866,25.4,36.16
2867,25.4,34.9
2868,25.4,28
2869,25.4,32.28
2870,25.4,35.55
2871,25.4,47.68
2872,25.4,69.21
2873,25.4,82.5
2874,25.4,150
2875,25.4,185.41
2876,25.4,106.81
2877,25.4,86.86
2878,25.4,79.96
2879,25.4,75.9
2880,25.4,71.6
2881,25.4,70.05
2882,25.4,69.85
2883,25.4,69.43
2884,25.4,78.63
2885,25.4,93.89
2886,25.4,101.66
2887,25.4,93.2
2888,25.4,77.71
2889,25.4,62.06
2890,25.4,44.89
2891,25.4,28.01
2892,25.4,14.08
2893,25.4,12.81
2894,25.4,19.14
2895,25.4,44.14
2896,25.4,65.52
2897,25.4,86.2
2898,25.4,116.72
2899,25.4,128.93
2900,25.4,88.15
2901,25.4,80
2902,25.4,81.8
2903,25.4,76.77
2904,25.4,79.89
2905,25.4,81.1
2906,25.4,80.1
2907,25.4,68
2908,25.4,75
2909,25.4,80.1
2910,25.4,100
2911,25.4,80
2912,25.4,16.7
2913,25.4,-1
2914,25.4,-44.75
2915,25.4,-102.66
2916,25.4,-200
2917,25.4,-200
2918,25.4,-92
2919,25.4,-28.8
2920,25.4,2.39
2921,25.4,60
2922,25.4,106
2923,25.4,130.3
2924,25.4,100
2925,25.4,81.1
2926,25.4,76
2927,25.4,61
2928,25.4,51.1
2929,25.4,40
2930,25.4,39.4
2931,25.4,34.3
2932,25.4,37.8
2933,25.4,68.98
2934,25.4,80
2935,25.4,84
2936,25.4,31.45
2937,25.4,-10
2938,25.4,-20
2939,25.4,-16.79
2940,25.4,-20.06
2941,25.4,-0.1
2942,25.4,-0.01
2943,25.4,5.49
2944,25.4,70
2945,25.4,89.77
2946,25.4,104.4
2947,25.4,120
2948,25.4,96
2949,25.4,89
2950,25.4,88
2951,25.4,95
2952,25.4,83.94
2953,25.4,80
2954,25.4,78
2955,25.4,68
2956,25.4,67
2957,25.4,76.32
2958,25.4,82.39
2959,25.4,92.31
2960,25.4,100
2961,25.4,73.95
2962,25.4,69.13
2963,25.4,61
2964,25.4,56.64
2965,25.4,57.05
2966,25.4,60.72
2967,25.4,64.01
2968,25.4,69.82
2969,25.4,80.45
2970,25.4,97
2971,25.4,110.02
2972,25.4,105.27
2973,25.4,90.11
2974,25.4,82.92
2975,25.4,88.17
2976,25.4,83.08
2977,25.4,80.58
2978,25.4,81.04
2979,25.4,83.3
2980,25.4,90.93
2981,25.4,86
2982,25.4,84.67
2983,25.4,76.06
2984,25.4,62.33
2985,25.4,41.17
2986,25.4,31.18
2987,25.4,24.9
2988,25.4,14.51
2989,25.4,13.34
2990,25.4,26.15
2991,25.4,61.7
2992,25.4,83.2
2993,25.4,97.34
2994,25.4,118.16
2995,25.4,131.89
2996,25.4,106.29
2997,25.4,93.26
2998,25.4,87.62
2999,25.4,97.86
3000,25.4,93.47
3001,25.4,90.54
3002,25.4,88.67
3003,25.4,85.1
3004,25.4,85.5
3005,25.4,80.29
3006,25.4,74.1
3007,25.4,49.89
3008,25.4,26.21
3009,25.4,8.85
3010,25.4,0.44
3011,25.4,0
3012,25.4,-0.04
3013,25.4,-0.97
3014,25.4,-0.1
3015,25.4,0
3016,25.4,32
3017,25.4,92.56
3018,25.4,102.26
3019,25.4,121.13
3020,25.4,115.5
3021,25.4,106.5
3022,25.4,93.5
3023,25.4,82.86
3024,25.4,82.7
3025,25.4,84.18
3026,25.4,83.47
3027,25.4,82.43
3028,25.4,87.51
3029,25.4,113.12
3030,25.4,132.09
3031,25.4,101.54
3032,25.4,89.19
3033,25.4,81
3034,25.4,72.02
3035,25.4,68.51
3036,25.4,72.79
3037,25.4,76.8
3038,25.4,84.78
3039,25.4,80.33
3040,25.4,98
3041,25.4,114.2
3042,25.4,137.17
3043,25.4,137.95
3044,25.4,109.34
3045,25.4,94.58
3046,25.4,84.42
3047,25.4,81.73
3048,25.4,79.37
3049,25.4,77.31
3050,25.4,81.46
3051,25.4,81.73
3052,25.4,80.44
3053,25.4,95.99
3054,25.4,118.21
3055,25.4,112.66
3056,25.4,91.75
3057,25.4,84
3058,25.4,75.39
3059,25.4,56.91
3060,25.4,51.75
3061,25.4,47.89
3062,25.4,48.81
3063,25.4,75.6
3064,25.4,83.93
3065,25.4,99.85
3066,25.4,120.61
3067,25.4,138.01
3068,25.4,122.04
3069,25.4,101.7
3070,25.4,83.01
3071,25.4,89.85
3072,25.4,87.41
3073,25.4,87.31
3074,25.4,85.64
3075,25.4,80.17
3076,25.4,80
3077,25.4,108.68
3078,25.4,121.3
3079,25.4,118.47
3080,25.4,100.5
3081,25.4,93.03
3082,25.4,87.35
3083,25.4,66.06
3084,25.4,61.93
3085,25.4,62.09
3086,25.4,59.89
3087,25.4,68.27
3088,25.4,79.74
3089,25.4,94.78
3090,25.4,120.52
3091,25.4,138.38
3092,25.4,122.66
3093,25.4,98.4
3094,25.4,92.09
3095,25.4,87.6
3096,25.4,88.06
3097,25.4,85
3098,25.4,81.61
3099,25.4,75.51
3100,25.4,76.56
3101,25.4,84
3102,25.4,84.6
3103,25.4,61.64
3104,25.4,23.47
3105,25.4,5.31
3106,25.4,-0.3
3107,25.4,-0.65
3108,25.4,-1.14
3109,25.4,-1.8
3110,25.4,-0.69
3111,25.4,0.91
3112,25.4,58.34
3113,25.4,80
3114,25.4,96.92
3115,25.4,120.66
3116,25.4,114.83
3117,25.4,92.41
3118,25.4,90
3119,25.4,97.89
3120,25.4,92.09
3121,25.4,85.79
3122,25.4,83
3123,25.4,82.16
3124,25.4,89.4
3125,25.4,98.92
3126,25.4,97.48
3127,25.4,95.6
3128,25.4,61.3
3129,25.4,20.12
3130,25.4,2.91
3131,25.4,0.58
3132,25.4,0.1
3133,25.4,0.08
3134,25.4,18.63
3135,25.4,59.71
3136,25.4,78.5
3137,25.4,93.25
3138,25.4,111.13
3139,25.4,159.9
3140,25.4,132.31
3141,25.4,104.87
3142,25.4,90.31
3143,25.4,85.99
3144,25.4,80.84
3145,25.4,79.1
3146,25.4,82.51
3147,25.4,79.04
3148,25.4,79.14
3149,25.4,78
3150,25.4,68.07
3151,25.4,47.66
3152,25.4,6.72
3153,25.4,0
3154,25.4,-11.48
3155,25.4,-26.7
3156,25.4,-65
3157,25.4,-50
3158,25.4,-25
3159,25.4,-0.42
3160,25.4,29.76
3161,25.4,69.49
3162,25.4,86.02
3163,25.4,108
3164,25.4,90.31
3165,25.4,78.28
3166,25.4,64.57
3167,25.4,63
3168,25.4,51.36
3169,25.4,42.72
3170,25.4,39
3171,25.4,43.1
3172,25.4,38.78
3173,25.4,17.61
3174,25.4,4.79
3175,25.4,2.35
3176,25.4,-2.8
3177,25.4,-26.29
3178,25.4,-89.1
3179,25.4,-165.1
3180,25.4,-200
3181,25.4,-186.72
3182,25.4,-108.92
3183,25.4,-30.1
3184,25.4,-1.05
3185,25.4,24.84
3186,25.4,67.52
3187,25.4,83.74
3188,25.4,60.02
3189,25.4,46.76
3190,25.4,37.42
3191,25.4,27.12
3192,25.4,26.08
3193,25.4,25.84
3194,25.4,24.91
3195,25.4,27.23
3196,25.4,42
3197,25.4,76.92
3198,25.4,100.95
3199,25.4,84.19
3200,25.4,44.89
3201,25.4,11.1
3202,25.4,-0.35
3203,25.4,-1.89
3204,25.4,-1.55
3205,25.4,-1.69
3206,25.4,-0.1
3207,25.4,1.09
3208,25.4,66.63
3209,25.4,96.73
3210,25.4,153.78
3211,25.4,149.39
3212,25.4,100
3213,25.4,84.41
3214,25.4,60.1
3215,25.4,63.6
3216,25.4,55.3
3217,25.4,45
3218,25.4,42.65
3219,25.4,37.6
3220,25.4,46.6
3221,25.4,75.68
3222,25.4,72.37
3223,25.4,46.15
3224,25.4,5.78
3225,25.4,-2.47
3226,25.4,-20.06
3227,25.4,-50.01
3228,25.4,-70
3229,25.4,-57.02
3230,25.4,-35
3231,25.4,-2.5
3232,25.4,0.76
3233,25.4,64.95
3234,25.4,96.45
3235,25.4,112
3236,25.4,100.1
3237,25.4,89.23
3238,25.4,100
3239,25.4,109.89
3240,25.4,85.3
3241,25.4,82.1
3242,25.4,74
3243,25.4,83
3244,25.4,81.1
3245,25.4,77.8
3246,25.4,80.03
3247,25.4,75.6
3248,25.4,43.52
3249,25.4,8.6
3250,25.4,5.92
3251,25.4,0
3252,25.4,-1.31
3253,25.4,-0.95
3254,25.4,3.34
3255,25.4,10
3256,25.4,101.91
3257,25.4,87.8
3258,25.4,111
3259,25.4,115.86
3260,25.4,100
3261,25.4,97.3
3262,25.4,93.4
3263,25.4,98
3264,25.4,85.6
3265,25.4,71.2
3266,25.4,69.75
3267,25.4,64
3268,25.4,75
3269,25.4,81.06
3270,25.4,87.21
3271,25.4,111.94
3272,25.4,80.34
3273,25.4,43.92
3274,25.4,16
3275,25.4,4.89
3276,25.4,0.44
3277,25.4,1.38
3278,25.4,2.24
3279,25.4,61
3280,25.4,100
3281,25.4,100
3282,25.4,104
3283,25.4,119
3284,25.4,99.73
3285,25.4,83
3286,25.4,74.52
3287,25.4,100
3288,25.4,92.54
3289,25.4,90.1
3290,25.4,81.38
3291,25.4,80
3292,25.4,90.1
3293,25.4,89.64
3294,25.4,99.26
3295,25.4,97.64
3296,25.4,106.9
3297,25.4,82.2
3298,25.4,57
3299,25.4,37.86
3300,25.4,34.36
3301,25.4,43.73
3302,25.4,55
3303,25.4,85.5
3304,25.4,87
3305,25.4,90
3306,25.4,108
3307,25.4,112
3308,25.4,101.5
3309,25.4,90
3310,25.4,83
3311,25.4,83.66
3312,25.4,63.57
3313,25.4,69.7
3314,25.4,59.34
3315,25.4,62.5
3316,25.4,64.58
3317,25.4,64.8
3318,25.4,64.31
3319,25.4,58.29
3320,25.4,42.69
3321,25.4,9.43
3322,25.4,0.71
3323,25.4,-0.03
3324,25.4,-1.29
3325,25.4,-2.79
3326,25.4,-1.92
3327,25.4,-0.03
3328,25.4,42.75
3329,25.4,70
3330,25.4,102.33
3331,25.4,124.11
3332,25.4,113.88
3333,25.4,95.4
3334,25.4,86.6
3335,25.4,94.89
3336,25.4,89.33
3337,25.4,90
3338,25.4,84.75
3339,25.4,86.95
3340,25.4,80.76
3341,25.4,75.36
3342,25.4,68.37
3343,25.4,49.89
3344,25.4,5.82
3345,25.4,-4.31
3346,25.4,-50
3347,25.4,-64.07
3348,25.4,-80
3349,25.4,-70
3350,25.4,-49.9
3351,25.4,-13.6
3352,25.4,-0.09
3353,25.4,59.42
3354,25.4,83.4
3355,25.4,106.32
3356,25.4,114.76
3357,25.4,91.02
3358,25.4,83.05
3359,25.4,82.75
3360,25.4,71.05
3361,25.4,78.05
3362,25.4,71.85
3363,25.4,73.5
3364,25.4,81.32
3365,25.4,93.33
3366,25.4,94.71
3367,25.4,66.99
3368,25.4,31.64
3369,25.4,12.56
3370,25.4,6.16
3371,25.4,2.19
3372,25.4,0.13
3373,25.4,-0.18
3374,25.4,-0.11
3375,25.4,4.87
3376,25.4,55.34
3377,25.4,78.94
3378,25.4,105.96
3379,25.4,125.76
3380,25.4,116.78
3381,25.4,96.63
3382,25.4,79.86
3383,25.4,89.42
3384,25.4,83.82
3385,25.4,77.46
3386,25.4,77.06
3387,25.4,78
3388,25.4,86.6
3389,25.4,111.32
3390,25.4,117.09
3391,25.4,96.39
3392,25.4,76.24
3393,25.4,61.6
3394,25.4,49.26
3395,25.4,27.41
3396,25.4,29.16
3397,25.4,33.21
3398,25.4,60.78
3399,25.4,69.12
3400,25.4,80.1
3401,25.4,107.9
3402,25.4,115.99
3403,25.4,106.94
3404,25.4,105.84
3405,25.4,101.4
3406,25.4,108
3407,25.4,105.24
3408,25.4,93.22
3409,25.4,75
3410,25.4,68
3411,25.4,70.21
3412,25.4,69.92
3413,25.4,85.24
3414,25.4,95.95
3415,25.4,90
3416,25.4,74.88
3417,25.4,63.35
3418,25.4,60.72
3419,25.4,-6.5
3420,25.4,-10.01
3421,25.4,-4.79
3422,25.4,0
3423,25.4,14.34
3424,25.4,72.31
3425,25.4,92.16
3426,25.4,99.9
3427,25.4,136.52
3428,25.4,117.34
3429,25.4,99.69
3430,25.4,87.74
3431,25.4,75.34
3432,25.4,72.07
3433,25.4,66.47
3434,25.4,69.31
3435,25.4,68.91
3436,25.4,74.98
3437,25.4,94.32
3438,25.4,111.01
3439,25.4,95.92
3440,25.4,75.15
3441,25.4,71.03
3442,25.4,61.02
3443,25.4,50
3444,25.4,43.9
3445,25.4,53.31
3446,25.4,62.62
3447,25.4,75.61
3448,25.4,88.29
3449,25.4,102.51
3450,25.4,130
3451,25.4,165.41
3452,25.4,147.54
3453,25.4,123.54
3454,25.4,103.37
3455,25.4,101.43
3456,25.4,92.73
3457,25.4,88.86
3458,25.4,89.44
3459,25.4,94.31
3460,25.4,100.77
3461,25.4,119.32
3462,25.4,117.43
3463,25.4,110.78
3464,25.4,102
3465,25.4,91.28
3466,25.4,84.14
3467,25.4,83.22
3468,25.4,81.39
3469,25.4,81.23
3470,25.4,83.38
3471,25.4,84
3472,25.4,96
3473,25.4,107.8
3474,25.4,123.38
3475,25.4,120.86
3476,25.4,115.83
3477,25.4,109.67
3478,25.4,99.84
3479,25.4,94.88
3480,25.4,90.87
3481,25.4,90.21
3482,25.4,89.38
3483,25.4,89.29
3484,25.4,90
3485,25.4,90.68
3486,25.4,82.69
3487,25.4,82.12
3488,25.4,87.4
3489,25.4,54.23
3490,25.4,9.34
3491,25.4,3.24
3492,25.4,0.04
3493,25.4,0
3494,25.4,0.02
3495,25.4,12.87
3496,25.4,65.22
3497,25.4,86.08
3498,25.4,105
3499,25.4,124.36
3500,25.4,134.79
3501,25.4,113.32
3502,25.4,103.23
3503,25.4,117.12
3504,25.4,99.2
3505,25.4,94.05
3506,25.4,90.1
3507,25.4,92.15
3508,25.4,90.02
3509,25.4,82.07
3510,25.4,71.9
3511,25.4,13.25
3512,25.4,0.02
3513,25.4,0
3514,25.4,-0.09
3515,25.4,-2.12
3516,25.4,-10.66
3517,25.4,-23.89
3518,25.4,-9.91
3519,25.4,-0.6
3520,25.4,55.33
3521,25.4,91.17
3522,25.4,100.91
3523,25.4,113.49
3524,25.4,108.96
3525,25.4,98.41
3526,25.4,87.5
3527,25.4,70.29
3528,25.4,68.96
3529,25.4,67.9
3530,25.4,67.87
3531,25.4,70.3
3532,25.4,76.3
3533,25.4,97.14
3534,25.4,110.56
3535,25.4,105.03
3536,25.4,91.76
3537,25.4,80
3538,25.4,77.3
3539,25.4,70.11
3540,25.4,66.75
3541,25.4,64.97
3542,25.4,68.01
3543,25.4,72.49
3544,25.4,90.8
3545,25.4,106.29
3546,25.4,130.44
3547,25.4,154.62
3548,25.4,141.27
3549,25.4,114.64
3550,25.4,97.46
3551,25.4,93.27
3552,25.4,94
3553,25.4,87.64
3554,25.4,85.22
3555,25.4,83.96
3556,25.4,88.4
3557,25.4,99
3558,25.4,105.24
3559,25.4,92.61
3560,25.4,77.48
3561,25.4,65.5
3562,25.4,58.2
3563,25.4,51.33
3564,25.4,46.44
3565,25.4,46.53
3566,25.4,54.94
3567,25.4,60.89
3568,25.4,73.07
3569,25.4,87.49
3570,25.4,117.65
3571,25.4,130.03
3572,25.4,106.67
3573,25.4,89.76
3574,25.4,79.56
3575,25.4,68.1
3576,25.4,53.1
3577,25.4,49.54
3578,25.4,44.2
3579,25.4,42.14
3580,25.4,41.87
3581,25.4,59.4
3582,25.4,80.05
3583,25.4,85.64
3584,25.4,64.49
3585,25.4,49.9
3586,25.4,41.59
3587,25.4,35.16
3588,25.4,33.1
3589,25.4,32.21
3590,25.4,43.2
3591,25.4,63.47
3592,25.4,81.77
3593,25.4,84.95
3594,25.4,99
3595,25.4,126.92
3596,25.4,133.5
3597,25.4,113.3
3598,25.4,101.83
3599,25.4,98.45
3600,25.4,96.3
3601,25.4,84.03
3602,25.4,89.5
3603,25.4,83.96
3604,25.4,88.63
3605,25.4,95.47
3606,25.4,96.04
3607,25.4,87.68
3608,25.4,82.78
3609,25.4,72.3
3610,25.4,67.13
3611,25.4,59.47
3612,25.4,52.2
3613,25.4,52.66
3614,25.4,56.53
3615,25.4,69.96
3616,25.4,75.12
3617,25.4,93.9
3618,25.4,116.45
3619,25.4,133.49
3620,25.4,124.17
3621,25.4,99.3
3622,25.4,90.24
3623,25.4,92
3624,25.4,78.77
3625,25.4,66.52
3626,25.4,61.7
3627,25.4,62.01
3628,25.4,75.19
3629,25.4,88.96
3630,25.4,91.51
3631,25.4,90.65
3632,25.4,85
3633,25.4,77.2
3634,25.4,71.13
3635,25.4,62.66
3636,25.4,56.69
3637,25.4,50.08
3638,25.4,41.84
3639,25.4,41.48
3640,25.4,65.1
3641,25.4,78
3642,25.4,90.84
3643,25.4,93.03
3644,25.4,83.14
3645,25.4,82.42
3646,25.4,71.02
3647,25.4,67.86
3648,25.4,67.77
3649,25.4,70.3
3650,25.4,57.93
3651,25.4,63.27
3652,25.4,65.62
3653,25.4,65.9
3654,25.4,61.64
3655,25.4,60
3656,25.4,50.85
3657,25.4,37.97
3658,25.4,33.74
3659,25.4,17.1
3660,25.4,5.96
3661,25.4,-0.01
3662,25.4,0
3663,25.4,10.32
3664,25.4,41.89
3665,25.4,54
3666,25.4,64.78
3667,25.4,66.69
3668,25.4,63.26
3669,25.4,65.31
3670,25.4,55.62
3671,25.4,30.62
3672,25.4,23.92
3673,25.4,12.03
3674,25.4,5
3675,25.4,8.92
3676,25.4,5.17
3677,25.4,4.91
3678,25.4,4.11
3679,25.4,0.97
3680,25.4,-0.04
3681,25.4,-10.03
3682,25.4,-20
3683,25.4,-30
3684,25.4,-60
3685,25.4,-75
3686,25.4,-81
3687,25.4,-35.7
3688,25.4,-1.27
3689,25.4,10
3690,25.4,54.76
3691,25.4,73.97
3692,25.4,96
3693,25.4,93.6
3694,25.4,85.16
3695,25.4,95.2
3696,25.4,82.55
3697,25.4,89.91
3698,25.4,75.48
3699,25.4,71.02
3700,25.4,81.7
3701,25.4,114.14
3702,25.4,160.18
3703,25.4,142.73
3704,25.4,110.33
3705,25.4,85.49
3706,25.4,78.8
3707,25.4,68.27
3708,25.4,61.7
3709,25.4,55.2
3710,25.4,58.48
3711,25.4,63.72
3712,25.4,89
3713,25.4,111.38
3714,25.4,156.92
3715,25.4,187.7
3716,25.4,173.67
3717,25.4,135.51
3718,25.4,105.91
3719,25.4,105.51
3720,25.4,97.78
3721,25.4,91.89
3722,25.4,83.88
3723,25.4,80.78
3724,25.4,94.28
3725,25.4,145.22
3726,25.4,163.88
3727,25.4,136.66
3728,25.4,108.52
3729,25.4,89.79
3730,25.4,72.39
3731,25.4,61.17
3732,25.4,47.53
3733,25.4,35.7
3734,25.4,38.3
3735,25.4,43.4
3736,25.4,57.09
3737,25.4,86.2
3738,25.4,94
3739,25.4,105
3740,25.4,112.77
3741,25.4,96.62
3742,25.4,70.01
3743,25.4,57.48
3744,25.4,45.01
3745,25.4,45.67
3746,25.4,48.36
3747,25.4,48.66
3748,25.4,67.26
3749,25.4,92.44
3750,25.4,121.22
3751,25.4,99.22
3752,25.4,73.44
3753,25.4,56.64
3754,25.4,45.83
3755,25.4,37.54
3756,25.4,24.26
3757,25.4,20.93
3758,25.4,25
3759,25.4,49.56
3760,25.4,67.36
3761,25.4,93.76
3762,25.4,118.48
3763,25.4,140.28
3764,25.4,144.45
3765,25.4,131.54
3766,25.4,103.65
3767,25.4,87.18
3768,25.4,80.6
3769,25.4,76.92
3770,25.4,74.65
3771,25.4,79.83
3772,25.4,89.31
3773,25.4,112
3774,25.4,117.3
3775,25.4,96.83
3776,25.4,71.24
3777,25.4,57.8
3778,25.4,30.3
3779,25.4,25.2
3780,25.4,19.67
3781,25.4,20.93
3782,25.4,30.98
3783,25.4,53.75
3784,25.4,74.62
3785,25.4,89.92
3786,25.4,111.5
3787,25.4,148.44
3788,25.4,150.02
3789,25.4,123.77
3790,25.4,100
3791,25.4,97.72
3792,25.4,93.11
3793,25.4,91
3794,25.4,90.09
3795,25.4,90.11
3796,25.4,86.04
3797,25.4,107.96
3798,25.4,109.36
3799,25.4,98.6
3800,25.4,77.4
3801,25.4,58.56
3802,25.4,41.39
3803,25.4,33.91
3804,25.4,25.36
3805,25.4,17.41
3806,25.4,14.1
3807,25.4,26
3808,25.4,60.09
3809,25.4,81.13
3810,25.4,102
3811,25.4,119.67
3812,25.4,133.87
3813,25.4,112.69
3814,25.4,90
3815,25.4,94.35
3816,25.4,81.15
3817,25.4,74.02
3818,25.4,72.58
3819,25.4,67.07
3820,25.4,69.25
3821,25.4,68.75
3822,25.4,53.53
3823,25.4,38.6
3824,25.4,12.46
3825,25.4,0
3826,25.4,-2.25
3827,25.4,-9.9
3828,25.4,-23
3829,25.4,-29.31
3830,25.4,-20
3831,25.4,-7.46
3832,25.4,2
3833,25.4,44.38
3834,25.4,66.37
3835,25.4,93.11
3836,25.4,99.9
3837,25.4,108.24
3838,25.4,83.6
3839,25.4,69.02
3840,25.4,55.96
3841,25.4,37.58
3842,25.4,15.48
3843,25.4,17.63
3844,25.4,12.55
3845,25.4,9.32
3846,25.4,3
3847,25.4,0.02
3848,25.4,-1.97
3849,25.4,-7.48
3850,25.4,-15.42
3851,25.4,-36.21
3852,25.4,-46.16
3853,25.4,-45.78
3854,25.4,-28.68
3855,25.4,-5.38
3856,25.4,0.52
3857,25.4,40
3858,25.4,87.29
3859,25.4,102.43
3860,25.4,121.48
3861,25.4,117.03
3862,25.4,96.18
3863,25.4,75.92
3864,25.4,65.11
3865,25.4,66.21
3866,25.4,61.52
3867,25.4,59.57
3868,25.4,74.75
3869,25.4,105.27
3870,25.4,177.36
3871,25.4,158.81
3872,25.4,126.03
3873,25.4,105
3874,25.4,101.3
3875,25.4,88.1
3876,25.4,70
3877,25.4,59.9
3878,25.4,58.11
3879,25.4,61.8
3880,25.4,71.8
3881,25.4,89.07
3882,25.4,109.89
3883,25.4,113.8
3884,25.4,104
3885,25.4,97.16
3886,25.4,77
3887,25.4,60.44
3888,25.4,57.12
3889,25.4,61.12
3890,25.4,55
3891,25.4,58.07
3892,25.4,59.17
3893,25.4,77.93
3894,25.4,97.67
3895,25.4,87.75
3896,25.4,68.23
3897,25.4,48.71
3898,25.4,33.35
3899,25.4,13.31
3900,25.4,1.84
3901,25.4,0.86
3902,25.4,2.1
3903,25.4,13.14
3904,25.4,52.68
3905,25.4,72.89
3906,25.4,101.05
3907,25.4,125.83
3908,25.4,123.43
3909,25.4,107.05
3910,25.4,89.9
3911,25.4,85.16
3912,25.4,86.03
3913,25.4,86
3914,25.4,79.74
3915,25.4,86.3
3916,25.4,94.18
3917,25.4,120.22
3918,25.4,114.9
3919,25.4,104.01
3920,25.4,69.89
3921,25.4,55.42
3922,25.4,50
3923,25.4,36.61
3924,25.4,37.83
3925,25.4,38.04
3926,25.4,39.89
3927,25.4,54.02
3928,25.4,71.42
3929,25.4,89.06
3930,25.4,119.86
3931,25.4,147.69
3932,25.4,151.86
3933,25.4,128.3
3934,25.4,107.07
3935,25.4,103.11
3936,25.4,89.63
3937,25.4,83.62
3938,25.4,80.35
3939,25.4,78.68
3940,25.4,92.7
3941,25.4,114.03
3942,25.4,124.25
3943,25.4,104.17
3944,25.4,73.79
3945,25.4,56.95
3946,25.4,51.02
3947,25.4,44.15
3948,25.4,38.93
3949,25.4,35.96
3950,25.4,44.91
3951,25.4,67.3
3952,25.4,70.85
3953,25.4,90.9
3954,25.4,121.65
3955,25.4,166.14
3956,25.4,139.05
3957,25.4,99.6
3958,25.4,80
3959,25.4,69.94
3960,25.4,58.94
3961,25.4,53.39
3962,25.4,50.44
3963,25.4,47.29
3964,25.4,52.72
3965,25.4,72.22
3966,25.4,92
3967,25.4,97.55
3968,25.4,92.59
3969,25.4,71.08
3970,25.4,59.2
3971,25.4,51.75
3972,25.4,39.88
3973,25.4,34.17
3974,25.4,34.39
3975,25.4,48.79
